TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
23.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.828,108.253,0.008618610932833448,2.982774730126332,-0.024455674781479253,5.156096741549959,-0.2108391010027173,7.395812655071948,-0.6512785135076784,9.536166776035728,-1.4825248413003342,13.260510231509553,-2.3668078571721596,17.225131412817746,-3.1552300694713367,20.302563741000746,-3.5575692080198396,23.626190630081126,-3.703874349310211,27.005211300646174,-4.280813541399041,31.108880219040245
24.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.828,108.247,0.016002124828636832,2.9949570625885134,-0.03657628532259283,5.173779134318984,-0.23774585459684738,7.4264595813623515,-0.6583731358066462,9.531423277779924,-1.4911434522331677,13.272692563971734,-2.359170403307152,17.231158904149463,-3.145560537742874,20.314746073462928,-3.566187818952673,23.638372962543308,-3.7124929602430443,27.017393633108355,-4.289432152331875,31.121062551502426
24.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.822,108.247,0.026822618538395515,2.9855196536091686,-0.028041809445493948,5.141773904091108,-0.2292113787197485,7.394454351134476,-0.6498386599295474,9.51788264138027,-1.4826089763560688,13.25915192757208,-2.3576944818817487,17.2222613935149,-3.137026061865775,20.301205437063274,-3.557653343075574,23.624832326143654,-3.703958484365945,27.0038529967087,-4.280897676454776,31.107521915102772
25.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.822,108.253,0.03460406473759359,2.9983242250769333,0.010219828013376508,5.158681702979182,-0.19094974126087783,7.4113621500225495,-0.6218183377122186,9.56137943002373,-1.4626354815584948,13.276059726460154,-2.3377209870841744,17.239169262839805,-3.1170525670682006,20.318113235951348,-3.5376798482779996,23.641740125031724,-3.683984989568371,27.020760795596775,-4.260924181657201,31.124429713990843
25.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.822,108.253,0.0,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.20116956927425433,7.422766718946177,-0.6400849931453498,9.54619500919197,-1.4728553095718713,13.287464295383781,-2.347940815097551,17.250573831763433,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.6942048175817477,27.032165364520402,-4.271144009670579,31.135834282914473
26.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.816,108.24,0.02462073576147028,2.982774730126332,-0.02795767438975938,5.143132208028581,-0.2108391010027173,7.395812655071948,-0.6497545248738128,9.519240945317742,-1.4825248413003342,13.260510231509553,-2.3576103468260143,17.223619767889204,-3.1552300694713367,20.302563741000746,-3.5575692080198396,23.626190630081126,-3.722162491971501,27.005211300646174,-4.280813541399041,31.108880219040245
26.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.309,111.828,108.272,0.029079335605380452,2.98094238628536,-0.018288142661296414,5.170086271902804,-0.21945771193555097,7.404302125117949,-0.6400849931453498,9.527730415363743,-1.463051412903658,13.257578368665058,-2.3480629016212062,17.231657456071748,-3.1455605377428735,20.311053211046747,-3.5478996762913764,23.634680100127127,-3.6942048175817477,26.99523617686395,-4.279425382743209,31.09437600672975
27.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.315,111.828,108.247,0.016002124828636832,2.9949570625885134,-0.018288142661296414,5.155314540490762,-0.21945771193555075,7.4079949875341295,-0.6687098878278224,9.539451386552836,-1.4911434522331677,13.272692563971734,-2.375426468104993,17.237313815716764,-3.1272723950815777,20.296281479634704,-3.566187818952673,23.638372962543308,-3.7124929602430443,26.99892903928013,-4.289432152331875,31.121062481065586
28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.259,0.01075770635474238,2.98119257792537,-0.05486442798388924,5.191908026188802,-0.27432213991943377,7.412695096699208,-0.6869025937094844,9.562712376700388,-1.4813395555649544,13.265971340246317,-2.366228957758848,17.240502209516464,-3.16384868040417,20.319446182628006,-3.566187818952673,23.643073071708386,-3.7124929602430443,27.00362914844521,-4.297713525404506,31.121233572139232
28.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.253,0.004960898684097437,2.9680030691511234,-0.046245886814785475,5.143132208028581,-0.2474154560890336,7.395812655071948,-0.6680427372988391,9.519240945317742,-1.482524911064064,13.260510231509553,-2.350551862138048,17.218976571687282,-3.155230139235066,20.302563741000746,-3.557569277783569,23.626190630081126,-3.7221625617352303,27.005211300646174,-4.28081361116277,31.108880148603404
29.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.822,108.247,0.034834564094255116,3.001815356395989,-0.02612595795255479,5.162172834298238,-0.2272955272268029,7.414853281341605,-0.6479228084366084,9.5382815715874,-1.4624049822018332,13.27955085777921,-2.3374904877275133,17.242660323722028,-3.1351102103728357,20.321604367270403,-3.5374493489213386,23.645231256350783,-3.702042632873,27.02425192691583,-4.26069368230054,31.1279208453099
29.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.322,111.822,108.253,0.02438423672421708,3.0046929828770725,-0.018288142661296414,5.165050460779321,-0.23424385498856726,7.430695441344069,-0.649594765937143,9.550022265090448,-1.4681098412792268,13.27690003790871,-2.3408822606458553,17.240894824438023,-3.1455605377428735,20.324481993751487,-3.5478996762913764,23.648108882831863,-3.7124929602430377,27.027129553396914,-4.271144009670579,31.130798471790982
30.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.816,108.253,0.03785421728849392,3.001702939206396,-0.008181471414417274,5.156966706906301,-0.20935104068867183,7.409647153949669,-0.6403150739196468,9.541103552968375,-1.4627486383249921,13.274344730387273,-2.330775589398976,17.232811070565003,-3.135453866495994,20.316398239878467,-3.537793005044497,23.640025128958847,-3.7023862889961583,27.019045799523894,-4.261037338423699,31.122714717917965
30.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.816,108.259,0.034834564094255116,3.001815356395989,-0.007837815291258377,5.162172834298238,-0.22379352761852922,7.427817814862985,-0.6399714177964879,9.546309680360311,-1.4624049822018332,13.27955085777921,-2.3304319332758174,17.23801719795694,-3.1351102103728357,20.321604367270403,-3.5374493489213386,23.645231256350783,-3.702042632873,27.02425192691583,-4.26069368230054,31.1279208453099
31.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.816,108.247,0.02774754604161478,2.9963579103746767,-0.018288142661296414,5.151621678074582,-0.21945771193555097,7.422766718946171,-0.650421745166526,9.535758524136655,-1.4681098412792268,13.26347125520397,-2.3271661536498853,17.22284989327623,-3.1272723950815773,20.292588617218524,-3.5478996762913764,23.634680100127127,-3.7124929602430377,27.013700770692175,-4.271144009670579,31.117369689086246
32.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.809,108.247,0.014630500176290084,2.9949570625885187,-0.018288142661296414,5.170086271902809,-0.23774585459684094,7.4412313127743985,-0.650421745166526,9.554223117964883,-1.4728553095718713,13.287464295383781,-2.3571383254436964,17.252085476691974,-3.1638486804041706,20.3479823987032,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.271144009670579,31.135834282914473
32.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.816,108.247,0.00047202138231772217,2.986022572615269,-0.032446691218998236,5.16115178192956,-0.2336162604932528,7.413832228972927,-0.6645802937242278,9.545288627991633,-1.487013858129573,13.278529805410532,-2.3622214501789083,17.241187559926725,-3.1597190863005755,20.320583314901725,-3.5620582248490784,23.644210203982105,-3.7083633661394497,27.023230874547153,-4.293583931300911,31.12237070441295
33.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.809,108.247,0.016002124828636832,2.999657171753592,-0.03657628532259283,5.160014649655841,-0.21945771193555075,7.412695096699208,-0.6687098878278224,9.544151495717914,-1.4863979839405232,13.27186422678523,-2.366351044282503,17.240050427653006,-3.16384868040417,20.319446182628006,-3.566187818952673,23.643073071708386,-3.7307811029043343,27.022093742273434,-4.296189467006913,31.121233572139232
33.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.809,108.247,0.014630500176290084,2.9949570625885187,-0.018288142661296414,5.170086271902809,-0.20116956927425433,7.422766718946177,-0.6400849931453498,9.52773041536375,-1.463051412903658,13.276042962493285,-2.332103890776358,17.23632910875525,-3.1272723950815773,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.01370077069218,-4.271144009670579,31.135834212477633
34.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.816,108.24,0.00047202138231772217,2.986022572615269,-0.05073483388029465,5.1796163757577816,-0.25190440315454277,7.413832228972927,-0.6542435417030517,9.518795925390501,-1.4772099614613599,13.267108472520036,-2.3550408092035573,17.23699614558826,-3.1597190863005755,20.320583314901725,-3.5620582248490784,23.644210203982105,-3.7266515088007397,27.023230874547153,-4.28530255822828,31.126899792941224
34.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.328,111.809,108.247,0.03657628532259283,2.9912642001723384,0.0,5.170086271902809,-0.21595571232727084,7.435731252467557,-0.6400849931453501,9.52773041536375,-1.4447632702423616,13.276042962493285,-2.3225941179845586,17.24593063556151,-3.145560537742874,20.31105321104675,-3.5255699813509747,23.66293809070175,-3.694204817581741,27.032165364520402,-4.2528558670092815,31.135834282914473
35.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.322,111.809,108.247,0.018288142661296414,2.9862283890488506,-0.018288142661296414,5.165050460779321,-0.21715369506111015,7.4120607425579035,-0.6583731358066465,9.522694604240263,-1.463051412903658,13.271007151369798,-2.330431933275818,17.238256964945275,-3.1272723950815773,20.324481993751487,-3.5478996762913764,23.648108882831863,-3.7124929602430377,27.027129553396914,-4.271144009670579,31.130798471790982
35.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.03659274956234859,3.019529234430525,-0.0094429391405626,5.17479300213043,-0.22539865146783344,7.440437982695178,-0.6495279322859127,9.550901739419592,-1.4542062093829242,13.280749692720907,-2.3183209501291513,17.24602121733208,-3.1367153342221394,20.297295347446145,-3.5350129204915373,23.66764482092937,-3.7036477567223036,27.036872094748023,-4.262298806149844,31.14054101314209
36.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.03507720233955269,2.9861182962748316,-0.0014990829830401342,5.146475774177075,-0.2026686522572947,7.41762081504867,-0.6415840761283902,9.541049105294464,-1.4462623532254018,13.270897058595779,-2.310377093971629,17.23616858320695,-3.128771478064617,20.305907307149244,-3.530137831192634,23.65035602919761,-3.6957039005647814,27.027019460622896,-4.251912382354471,31.129929492550346
36.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.03657628532259283,3.0097287940005604,0.018288142661296414,5.151621678074582,-0.20116956927425456,7.4412313127743985,-0.6400849931453501,9.54619500919197,-1.4447632702423616,13.276042962493285,-2.3088780109885887,17.241314487104457,-3.145560537742874,20.292588617218527,-3.524734630474258,23.661146036730738,-3.675916674920451,27.050629958348626,-4.2528558670092815,31.135834282914473
36.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.0475491430138828,3.017114659706584,0.009548700951908407,5.164367082600455,-0.20116956927425456,7.422766718946177,-0.6400849931453501,9.54619500919197,-1.4447632702423616,13.276042962493285,-2.3088780109885887,17.241314487104457,-3.145560537742874,20.292588617218527,-3.537199176193436,23.6543232430884,-3.694204817581741,27.032165364520402,-4.2528558670092815,31.135834282914473
37.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.029992542802328437,2.9979114652203904,0.0,5.170086271902809,-0.1974811609852838,7.416715349527188,-0.6400849931453501,9.54619500919197,-1.4447632702423616,13.276042962493285,-2.3225941179845586,17.24593063556151,-3.127272395081577,20.3479823987032,-3.5296115336300797,23.653144693955355,-3.675916674920451,27.01370077069218,-4.253526017378561,31.13397348259192
37.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.014630569940019544,2.9949570625885187,-0.018288142661296414,5.170086271902809,-0.21715369506111015,7.417096553681391,-0.6583731358066465,9.54619500919197,-1.463051412903658,13.276042962493285,-2.3408822606458553,17.24593063556151,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.271144009670579,31.135834282914473
38.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.972799606344111,-0.018288142661296414,5.151621678074582,-0.21180225902876892,7.411602057884556,-0.6507176828998711,9.51656575430213,-1.463051412903658,13.257578368665058,-2.3480629016212062,17.231657385634914,-3.1455605377428735,20.311053211046747,-3.5478996762913764,23.634680100127127,-3.7124929602430377,26.99523617686395,-4.276377405475477,31.097453392076563
38.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.20116956927425433,7.422766718946177,-0.6507176828998711,9.535030348130357,-1.463051412903658,13.276042962493285,-2.332103890776358,17.23632910875525,-3.1455605377428735,20.329517804874975,-3.558620268342928,23.639561513707005,-3.7124929602430377,27.032165364520402,-4.279425382743209,31.1313051943862
39.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.21576937341030988,7.416715349527188,-0.650421745166526,9.554223117964883,-1.463051412903658,13.276042962493285,-2.347940815097551,17.2505737613266,-3.1455605377428735,20.31105321104675,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.271814160039858,31.13397348259192
39.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.972799606344111,-0.018288142661296414,5.151621678074582,-0.2157693036465802,7.39825075569896,-0.6499324223797105,9.519208262626023,-1.463051412903658,13.257578368665058,-2.332103890776358,17.217864514927022,-3.1455605377428735,20.311053211046747,-3.5478996762913764,23.634680100127127,-3.7124929602430377,27.013700770692175,-4.271814160039858,31.115508888763692
40.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.972799606344111,-0.018288142661296414,5.151621678074582,-0.21180225902876892,7.411602057884556,-0.6465318592316627,9.530652839672262,-1.463051412903658,13.257578368665058,-2.3480629016212062,17.231657385634914,-3.1455605377428735,20.311053211046747,-3.558620268342928,23.621096919878777,-3.7124929602430377,27.013700770692175,-4.271814160039858,31.115508888763692
40.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.014630500176290084,2.994957133025352,-0.018288142661296414,5.170086271902809,-0.2157693036465802,7.416715349527188,-0.6583731358066465,9.54619500919197,-1.463051412903658,13.276042962493285,-2.3408822606458553,17.24593063556151,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.271144009670579,31.135834282914473
41.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.161879817062193,-0.20116956927425433,7.422766718946177,-0.6499324223797105,9.53767285645425,-1.463051412903658,13.276042962493285,-2.3480629016212062,17.25012197946314,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.634680100127127,-3.7124929602430377,27.01370077069218,-4.261137240081915,31.112840600557977
41.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.014630500176290084,3.0011120445926487,-0.00853447587709888,5.176241183470106,-0.21715369506111015,7.423251465248688,-0.6465318592316627,9.555272345067786,-1.463051412903658,13.282197874060582,-2.3571383254436964,17.258240458696108,-3.1272723950815773,20.33567271644227,-3.5478996762913764,23.659299605522648,-3.7124929602430377,27.0383202760877,-4.276377335711752,31.122072897472087
42.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.2157693036465802,7.416715349527188,-0.6507176828998711,9.535030348130357,-1.463051412903658,13.276042962493285,-2.332103890776358,17.23632910875525,-3.1638486804041706,20.292588617218527,-3.558620268342928,23.639561513707005,-3.7124929602430377,27.032165364520402,-4.271144009670579,31.135834212477633
42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.027133346182030227,2.9959709303999595,-0.0094429391405626,5.156328408302203,-0.20016218104477246,7.419560011569224,-0.6495279322859127,9.550901739419592,-1.4542062093829242,13.280749692720907,-2.323258687255624,17.24103583898287,-3.1550034768834365,20.297295347446145,-3.549775064822194,23.644268243934626,-3.7036477567223036,27.036872094748023,-4.266625971130579,31.128526320348605
43.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.151621678074582,-0.20900738456550627,7.414853281341603,-0.6583731358066465,9.54619500919197,-1.463051412903658,13.276042962493285,-2.332103890776358,17.23632910875525,-3.1455605377428735,20.329517804874975,-3.558620268342928,23.639561513707005,-3.7124929602430377,27.032165364520402,-4.271814160039858,31.13397348259192
43.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.20900738456550627,7.414853281341603,-0.6583731358066465,9.54619500919197,-1.463051412903658,13.276042962493285,-2.3480629016212062,17.25012197946314,-3.1455605377428735,20.329517804874975,-3.533965906464663,23.641714204276226,-3.7124929602430377,27.01370077069218,-4.276377405475477,31.11591798590479
44.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.151621678074582,-0.20116956927425433,7.414244566208456,-0.6583731358066465,9.54619500919197,-1.463051412903658,13.276042962493285,-2.332103890776358,17.23632910875525,-3.1613341165992197,20.326286444605564,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.275471174651313,31.123819590120988
44.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.21576937341030988,7.416715349527188,-0.6583731358066465,9.54619500919197,-1.465411240760341,13.260556578947366,-2.332103890776358,17.23632910875525,-3.1272723950815773,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.6942048175817477,27.01370077069218,-4.275471174651313,31.123819590120988
45.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.170086271902809,-0.2157693036465802,7.416715349527188,-0.6583731358066465,9.54619500919197,-1.4711794453025817,13.267836507652667,-2.347940815097551,17.2505737613266,-3.1272723950815773,20.329517804874975,-3.5478996762913764,23.634680100127127,-3.7124929602430377,27.032165364520402,-4.269205554729835,31.10578057565338
45.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,0.018288142661296414,2.9912642001723384,-0.018288142661296414,5.151621678074582,-0.2157693036465802,7.416715349527188,-0.6583731358066465,9.54619500919197,-1.4711794453025817,13.267836507652667,-2.332103890776358,17.23632910875525,-3.1455605377428735,20.329517804874975,-3.5478996762913764,23.653144693955355,-3.7124929602430377,27.032165364520402,-4.275471174651313,31.123819590120988
