M0X,M0Y,M0T,M1X,M1Y,M1T,M2X,M2Y,M2T,M3X,M3Y,M3T,M4X,M4Y,M4T,M5X,M5Y,M5T,M6X,M6Y,M6T,M7X,M7Y,M7T,M8X,M8Y,M8T,M9X,M9Y,M9T,M10X,M10Y,M10T
0.0,0.0,0,1.3636474609375,77.8636474609375,0,4.5,128.0,0,8.0,182.5,0,6.0,235.0,0,10.5,333.5,0,16.5,409.0,0,11.5,462.5,0,12.5,517.2222290039062,0,17.0,569.0,0,12.5,648.5,0
0.0,0.0,0,1.73077392578125,78.0,0,4.61346435546875,128.2479248046875,0,8.0,182.5,0,5.5,235.5,0,10.5,333.5,0,16.5,409.0,0,11.5,462.5,0,12.5,517.3181762695312,0,17.0,569.0,0,12.5,648.5,0
0.0,0.0,0,1.5,77.8636474609375,0,4.5,127.8636474609375,0,8.16259765625,182.31488037109375,0,6.0,234.8636474609375,0,10.5,333.3636474609375,0,16.5,408.8636474609375,0,11.5,462.3636474609375,0,12.5,516.8636474609375,0,17.0,568.8636474609375,0,13.0,648.3636474609375,0
0.0,0.0,0,1.73077392578125,77.8636474609375,0,4.5,127.5909423828125,0,8.0,182.3636474609375,0,6.0,234.8636474609375,0,10.5,333.18182373046875,0,16.5,408.8636474609375,0,11.5,462.3636474609375,0,12.5,516.8636474609375,0,17.0,568.8636474609375,0,12.5,648.3636474609375,0
0.0,0.0,0,1.5,77.8125,0,4.5,128.0,0,8.16259765625,182.45123291015625,0,6.0,235.0,0,10.0,333.1363525390625,0,16.5,409.0,0,11.5,462.5,0,12.5,517.0,0,17.0,569.0,0,12.5,648.5,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.40911865234375,0,8.0,181.90911865234375,0,6.0,234.40911865234375,0,10.5,332.727294921875,0,16.5,408.727294921875,0,11.5,461.90911865234375,0,13.0,516.9091186523438,0,17.0,568.4091186523438,0,12.5,647.9091186523438,0
0.0,0.0,0,1.5,77.8636474609375,0,4.5,127.8636474609375,0,8.16259765625,182.31488037109375,0,5.5,234.8636474609375,0,10.5,333.18182373046875,0,16.24505615234375,408.79412841796875,0,11.5,462.3636474609375,0,12.5,516.8636474609375,0,17.0,568.8636474609375,0,13.0,648.3636474609375,0
0.0,0.0,0,1.5,77.8125,0,4.5,128.3499755859375,0,8.0,182.5,0,6.0,235.0,0,10.5,333.31817626953125,0,16.5,408.6500244140625,0,12.0,462.0,0,13.0,517.5,0,17.5,568.5,0,13.0,648.5,0
0.0,0.0,0,1.5,77.8125,0,4.5,128.0,0,8.16259765625,182.45123291015625,0,6.0,235.0,0,10.5,333.31817626953125,0,16.5,409.20001220703125,0,12.0,462.0,0,13.0,517.5,0,17.0,569.0,0,13.0,648.0,0
0.0,0.0,0,1.5,78.0,0,4.5,128.0,0,8.0,182.5,0,6.0,235.0,0,10.723388671875,333.074462890625,0,16.24505615234375,408.93048095703125,0,12.0,462.0,0,13.0,517.5,0,16.71875,569.0,0,13.0,648.0,0
0.0,0.0,0,1.5,77.8636474609375,0,5.0,127.727294921875,0,8.0,182.3636474609375,0,6.0,234.8636474609375,0,10.73333740234375,333.09698486328125,0,16.5,408.513671875,0,12.0,461.8636474609375,0,12.5,517.3636474609375,0,17.0,568.8636474609375,0,13.5,648.3636474609375,0
0.0,0.0,0,1.5,77.6500244140625,0,4.5,128.0,0,8.0,182.5,0,6.0,235.0,0,10.5,333.31817626953125,0,16.5,408.6500244140625,0,12.0,462.0,0,13.0,517.5,0,17.0,568.5,0,13.0,648.5,0
0.0,0.0,0,1.5,77.40911865234375,0,5.0,127.27276611328125,0,8.0,181.40911865234375,0,6.0,234.40911865234375,0,10.73333740234375,332.6424560546875,0,16.24505615234375,408.339599609375,0,12.0,461.40911865234375,0,12.5,516.9091186523438,0,16.71875,568.4091186523438,0,13.0,647.9091186523438,0
0.0,0.0,0,1.5,78.0,0,4.5,128.0,0,8.0,182.5,0,6.0,235.0,0,10.723388671875,333.074462890625,0,16.5,409.0,0,11.5,462.5,0,12.5,517.3181762695312,0,17.0,569.0,0,12.5,648.5,0
0.0,0.0,0,1.5,77.6761474609375,0,4.5,127.8636474609375,0,8.0,182.3636474609375,0,6.0,234.8636474609375,0,10.65216064453125,332.71148681640625,0,16.5,409.18182373046875,0,12.5,462.8636474609375,0,14.0,518.727294921875,0,18.0,571.8636474609375,0,12.0,652.3636474609375,0
0.0,0.0,0,1.66668701171875,78.16668701171875,0,4.44830322265625,127.74139404296875,0,8.0,182.0,0,6.0,235.5,0,10.5,332.727294921875,0,17.0,409.5,0,12.5,464.0,0,13.0,520.5,0,16.5,574.5,0,8.5,655.5,0
0.0,0.0,0,2.14459228515625,77.8291015625,0,5.2144775390625,126.84637451171875,0,8.25396728515625,181.5634765625,0,6.25396728515625,234.0634765625,0,10.75396728515625,332.27178955078125,0,17.75396728515625,408.5634765625,0,12.25396728515625,464.0634765625,0,11.75396728515625,521.5634765625,0,14.25396728515625,576.5634765625,0,4.25396728515625,658.0634765625,0
0.0,0.0,0,1.76922607421875,77.272705078125,0,5.0,127.09088134765625,0,8.5,181.272705078125,0,6.0,233.772705078125,0,11.0,332.272705078125,0,17.69049072265625,408.96319580078125,0,12.0,465.272705078125,0,11.0,523.772705078125,0,11.5,579.772705078125,0,-1.0,661.772705078125,0
0.0,0.0,0,1.5,77.5,0,5.0,127.3636474609375,0,8.0,181.3636474609375,0,6.0,234.0,0,10.65216064453125,332.34783935546875,0,16.7911376953125,409.924072265625,0,11.0,467.0,0,9.0,526.0,0,9.0,582.5,0,-6.5,664.5,0
0.0,0.0,0,1.7581787109375,77.37255859375,0,5.0,127.3636474609375,0,8.0,181.3636474609375,0,6.0,234.5,0,10.5,332.0,0,17.23968505859375,410.40496826171875,0,11.0,467.5,0,7.5,527.5,0,6.0,585.0,0,-11.0,667.0,0
0.0,0.0,0,1.5,77.40911865234375,0,4.65069580078125,127.3680419921875,0,8.0,180.90911865234375,0,5.5,233.90911865234375,0,11.0,331.90911865234375,0,16.79998779296875,410.7091064453125,0,9.5,469.40911865234375,0,6.0,529.2424621582031,0,3.5,587.4091186523438,0,-16.5,669.4091186523438,0
0.0,0.0,0,2.0,77.90911865234375,0,4.65069580078125,127.3680419921875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,11.0,331.90911865234375,0,17.0,411.90911865234375,0,9.5,470.40911865234375,0,4.5,531.0909423828125,0,0.5,590.4091186523438,0,-21.5,672.4091186523438,0
0.0,0.0,0,1.890625,78.1292724609375,0,4.66668701171875,128.03033447265625,0,8.0,181.8636474609375,0,6.0,234.8636474609375,0,11.0,332.3636474609375,0,17.0,412.8636474609375,0,9.0,471.8636474609375,0,2.5,533.5454711914062,0,-2.5,592.8636474609375,0,-26.5,674.8636474609375,0
0.0,0.0,0,2.0206298828125,77.5634765625,0,4.87445068359375,127.1297607421875,0,7.9539794921875,181.5634765625,0,5.75396728515625,234.0634765625,0,10.75396728515625,332.290771484375,0,16.75396728515625,412.23016357421875,0,8.25396728515625,473.0634765625,0,1.75396728515625,535.0634765625,0,-5.24603271484375,594.5634765625,0,-32.24603271484375,677.0634765625,0
0.0,0.0,0,1.0,77.09088134765625,0,4.5,126.783203125,0,7.6016845703125,180.75189208984375,0,5.0,234.09088134765625,0,10.0,331.9090576171875,0,16.2911376953125,412.01495361328125,0,6.5,474.09088134765625,0,-0.5,536.0908813476562,0,-8.5,596.5908813476562,0,-38.0,678.5908813476562,0
0.0,0.0,0,2.02252197265625,77.6024169921875,0,4.76434326171875,127.39654541015625,0,7.90069580078125,181.2298583984375,0,5.76434326171875,234.2298583984375,0,10.76434326171875,332.4571533203125,0,16.51434326171875,413.4798583984375,0,7.26434326171875,475.2298583984375,0,-1.6275634765625,538.5271606445312,0,-10.23565673828125,599.2298583984375,0,-42.23565673828125,681.2298583984375,0
0.0,0.0,0,2.15478515625,77.9920654296875,0,4.91485595703125,127.68536376953125,0,8.26416015625,181.7264404296875,0,6.26416015625,234.2264404296875,0,11.26416015625,332.2264404296875,0,16.5245361328125,414.32110595703125,0,6.26416015625,476.7264404296875,0,-3.73583984375,540.2264404296875,0,-13.73583984375,601.2264404296875,0,-48.23583984375,683.2264404296875,0
0.0,0.0,0,1.3382568359375,77.56219482421875,0,4.5,127.5909423828125,0,8.0,181.727294921875,0,6.0,234.3636474609375,0,10.5,332.5909423828125,0,15.7608642578125,415.4071044921875,0,5.0,477.8636474609375,0,-6.0,542.3636474609375,0,-18.0,603.8636474609375,0,-53.5,685.3636474609375,0
0.0,0.0,0,1.76666259765625,77.8636474609375,0,4.5,127.8636474609375,0,7.77777099609375,181.3636474609375,0,5.5,234.3636474609375,0,11.0,332.3636474609375,0,15.79998779296875,415.16363525390625,0,4.5,478.8636474609375,0,-6.5,543.8636474609375,0,-20.0,605.8636474609375,0,-58.0,687.3636474609375,0
0.0,0.0,0,1.76666259765625,77.40911865234375,0,4.6204833984375,126.97540283203125,0,7.65069580078125,181.3680419921875,0,5.5,233.90911865234375,0,11.0,331.90911865234375,0,16.17388916015625,416.0830078125,0,4.0,479.90911865234375,0,-8.5,544.9091186523438,0,-23.0,607.4091186523438,0,-63.0,688.4091186523438,0
0.0,0.0,0,1.5,77.8636474609375,0,5.0,127.727294921875,0,8.0,181.727294921875,0,5.5,234.3636474609375,0,11.0,332.3636474609375,0,15.7911376953125,416.2877197265625,0,3.0,481.3636474609375,0,-10.5,547.3636474609375,0,-26.5,609.8636474609375,0,-69.0,690.3636474609375,0
0.0,0.0,0,1.5,78.0,0,4.6204833984375,127.5662841796875,0,7.65069580078125,181.95892333984375,0,6.0,235.0,0,11.0,332.5,0,15.7911376953125,417.424072265625,0,3.0,482.5,0,-12.5,549.0,0,-29.0,611.5,0,-74.0,692.0,0
0.0,0.0,0,1.76666259765625,77.40911865234375,0,4.96051025390625,126.6920166015625,0,8.0,181.40911865234375,0,5.5,233.90911865234375,0,10.5,332.13641357421875,0,15.125,417.03411865234375,0,2.0,482.90911865234375,0,-13.5,549.4091186523438,0,-32.0,612.4091186523438,0,-79.0,692.9091186523438,0
0.0,0.0,0,1.76416015625,77.7264404296875,0,4.8846435546875,127.292724609375,0,8.26416015625,181.7264404296875,0,5.76416015625,234.2264404296875,0,11.26416015625,332.2264404296875,0,15.5245361328125,418.32110595703125,0,1.76416015625,484.2264404296875,0,-15.23583984375,551.7264404296875,0,-34.23583984375,614.7264404296875,0,-83.73583984375,693.7264404296875,0
0.0,0.0,0,1.76416015625,77.7264404296875,0,5.26416015625,127.590087890625,0,8.26416015625,181.7264404296875,0,5.76416015625,234.7264404296875,0,11.26416015625,332.2264404296875,0,15.43804931640625,419.40032958984375,0,1.26416015625,485.2264404296875,0,-17.23583984375,552.7264404296875,0,-37.23583984375,616.7264404296875,0,-88.23583984375,694.7264404296875,0
0.0,0.0,0,1.70269775390625,77.60809326171875,0,4.5,127.0384521484375,0,8.0,181.65386962890625,0,5.5,234.5,0,10.5,332.727294921875,0,14.25,419.75,0,0.0,486.5,0,-18.0,554.0,0,-40.5,618.0,0,-93.5,696.0,0
0.0,0.0,0,1.76416015625,77.7264404296875,0,4.76416015625,127.39312744140625,0,8.26416015625,181.7264404296875,0,5.76416015625,234.2264404296875,0,11.26416015625,332.2264404296875,0,15.10137939453125,419.5054931640625,0,-0.73583984375,487.2264404296875,0,-19.73583984375,555.2264404296875,0,-42.73583984375,619.2264404296875,0,-98.23583984375,696.7264404296875,0
0.0,0.0,0,1.76434326171875,77.7298583984375,0,5.26434326171875,127.593505859375,0,8.26434326171875,181.593505859375,0,6.26434326171875,234.2298583984375,0,11.26434326171875,332.2298583984375,0,14.5355224609375,420.16204833984375,0,-1.23565673828125,488.2298583984375,0,-21.73565673828125,556.7298583984375,0,-46.23565673828125,620.7298583984375,0,-103.23565673828125,697.7298583984375,0
0.0,0.0,0,1.76416015625,77.7264404296875,0,5.26416015625,127.590087890625,0,8.26416015625,181.7264404296875,0,5.99493408203125,234.7264404296875,0,11.26416015625,332.2264404296875,0,14.785888671875,420.7481689453125,0,-1.73583984375,489.2264404296875,0,-23.23583984375,557.7264404296875,0,-48.23583984375,622.2264404296875,0,-107.23583984375,697.2264404296875,0
0.0,0.0,0,1.5,78.0,0,4.5,128.0,0,8.0,182.0,0,5.73077392578125,235.0,0,11.0,332.5,0,14.521728515625,422.021728515625,0,-3.0,491.0,0,-25.0,559.0,0,-51.5,623.5,0,-112.5,698.5,0
0.0,0.0,0,1.29058837890625,77.70904541015625,0,4.29058837890625,127.3148193359375,0,7.6341552734375,181.6297607421875,0,5.29058837890625,234.4398193359375,0,10.29058837890625,332.25799560546875,0,13.79058837890625,421.9398193359375,0,-3.70941162109375,490.9398193359375,0,-26.70941162109375,559.4398193359375,0,-54.70941162109375,624.4398193359375,0,-117.20941162109375,698.4398193359375,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,7.5,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,13.91668701171875,422.679931640625,0,-4.5,491.90911865234375,0,-28.0,560.9091186523438,0,-57.5,625.9091186523438,0,-121.5,698.4091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.13641357421875,0,7.611083984375,181.40911865234375,0,5.5,234.40911865234375,0,10.5,332.4591064453125,0,13.8636474609375,422.77276611328125,0,-5.0,492.40911865234375,0,-30.0,561.9091186523438,0,-60.5,626.4091186523438,0,-126.0,697.9091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.75909423828125,0,8.0,181.40911865234375,0,5.5,234.40911865234375,0,10.5,332.4591064453125,0,13.19049072265625,423.099609375,0,-6.0,493.90911865234375,0,-31.5,562.9091186523438,0,-63.0,627.4091186523438,0,-130.5,698.9091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.90911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,13.5,423.40911865234375,0,-7.0,494.90911865234375,0,-33.5,563.9091186523438,0,-66.0,628.4091186523438,0,-134.5,698.4091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.90911865234375,0,5.5,233.90911865234375,0,10.5,332.727294921875,0,13.40911865234375,424.3182373046875,0,-7.0,495.40911865234375,0,-34.5,564.4091186523438,0,-69.0,629.4091186523438,0,-139.5,698.9091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,7.611083984375,181.40911865234375,0,5.5,234.40911865234375,0,10.5,332.727294921875,0,12.91668701171875,424.679931640625,0,-8.5,496.40911865234375,0,-36.5,565.9091186523438,0,-71.5,630.4091186523438,0,-143.5,698.4091186523438,0
0.0,0.0,0,1.0,76.90911865234375,0,4.478271484375,127.21343994140625,0,8.0,181.40911865234375,0,5.0,233.90911865234375,0,10.5,332.727294921875,0,13.34930419921875,424.3680419921875,0,-8.5,496.90911865234375,0,-37.5,566.9091186523438,0,-73.5,631.4091186523438,0,-147.0,698.9091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.79803466796875,0,8.0,181.40911865234375,0,5.5,233.90911865234375,0,10.5,332.727294921875,0,12.91668701171875,425.679931640625,0,-9.0,497.90911865234375,0,-39.0,567.4091186523438,0,-76.0,631.9091186523438,0,-150.54168701171875,698.3674621582031,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,12.33331298828125,425.5758056640625,0,-9.5,498.40911865234375,0,-40.0,568.4091186523438,0,-78.5,632.9091186523438,0,-154.5,698.4091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,12.40911865234375,426.3182373046875,0,-10.0,499.40911865234375,0,-41.5,568.9091186523438,0,-80.5,633.4091186523438,0,-158.0,697.9091186523438,0
0.0,0.0,0,2.0,76.772705078125,0,4.79412841796875,126.97857666015625,0,8.5,181.272705078125,0,6.0,233.272705078125,0,11.0,332.09088134765625,0,12.41668701171875,426.04351806640625,0,-10.5,499.272705078125,0,-42.0,568.272705078125,0,-82.5,633.272705078125,0,-161.5,697.272705078125,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,11.5,427.40911865234375,0,-11.5,500.40911865234375,0,-44.5,570.4091186523438,0,-85.0,634.4091186523438,0,-164.7825927734375,697.1264953613281,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.227294921875,0,7.5,181.40911865234375,0,5.5,234.40911865234375,0,10.5,332.727294921875,0,11.59576416015625,427.76019287109375,0,-11.5,500.40911865234375,0,-45.5,570.9091186523438,0,-87.0,634.9091186523438,0,-168.0,697.4091186523438,0
0.0,0.0,0,1.26922607421875,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.40911865234375,0,5.5,234.40911865234375,0,10.5,332.727294921875,0,11.91668701171875,427.679931640625,0,-12.5,501.40911865234375,0,-46.5,571.9091186523438,0,-89.0,635.9091186523438,0,-171.0,696.9091186523438,0
0.0,0.0,0,1.5,77.40911865234375,0,4.5,127.79803466796875,0,8.0,181.90911865234375,0,5.5,234.02020263671875,0,10.5,332.727294921875,0,12.08697509765625,427.99609375,0,-12.5,501.40911865234375,0,-47.5,572.4091186523438,0,-91.0,635.9091186523438,0,-174.0,696.4091186523438,0
0.0,0.0,0,1.26922607421875,77.40911865234375,0,4.5,127.227294921875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,11.6956787109375,428.60479736328125,0,-12.5,501.90911865234375,0,-47.5,572.9091186523438,0,-91.0,635.9091186523438,0,-174.0,696.4091186523438,0
0.0,0.0,0,1.26922607421875,77.40911865234375,0,4.5,127.79803466796875,0,8.0,181.40911865234375,0,6.0,233.90911865234375,0,10.5,332.727294921875,0,12.08697509765625,427.99609375,0,-12.5,501.40911865234375,0,-47.5,571.9091186523438,0,-91.0,635.9091186523438,0,-174.0,696.4091186523438,0
0.0,0.0,0,1.0,76.90911865234375,0,4.478271484375,127.21343994140625,0,8.0,181.40911865234375,0,5.5,233.90911865234375,0,10.5,332.727294921875,0,12.08697509765625,427.99609375,0,-12.5,501.90911865234375,0,-47.5,572.9091186523438,0,-91.0,635.9091186523438,0,-174.45831298828125,696.4507751464844,0
0.0,0.0,0,1.8173828125,76.739501953125,0,4.8173828125,127.12841796875,0,8.3173828125,181.239501953125,0,5.8173828125,233.739501953125,0,10.8173828125,332.239501953125,0,12.23406982421875,428.01031494140625,0,-12.1826171875,501.239501953125,0,-47.1826171875,571.739501953125,0,-90.6826171875,635.739501953125,0,-173.6826171875,696.239501953125,0
0.0,0.0,0,1.5,76.96527099609375,0,4.5,127.16668701171875,0,7.5,181.27777099609375,0,5.5,234.27777099609375,0,10.5,332.77777099609375,0,11.91668701171875,428.548583984375,0,-12.5,501.77777099609375,0,-47.5,572.2777709960938,0,-91.0,635.7777709960938,0,-174.12213134765625,696.3121337890625,0
0.0,0.0,0,2.0,77.272705078125,0,5.0,127.09088134765625,0,8.5,181.272705078125,0,6.0,233.772705078125,0,11.223388671875,332.34716796875,0,12.41668701171875,427.54351806640625,0,-12.0,501.272705078125,0,-47.0,572.272705078125,0,-90.5,635.772705078125,0,-173.7174072265625,696.5553283691406,0
0.0,0.0,0,1.5,77.68182373046875,0,4.96051025390625,126.9647216796875,0,8.0,181.68182373046875,0,5.73077392578125,234.68182373046875,0,10.65216064453125,332.5296630859375,0,12.125,427.30682373046875,0,-12.0,500.68182373046875,0,-47.0,572.1818237304688,0,-91.0,636.1818237304688,0,-174.0,696.6818237304688,0
0.0,0.0,0,1.2581787109375,77.46343994140625,0,4.2581787109375,127.53924560546875,0,7.7581787109375,181.87255859375,0,5.2581787109375,234.87255859375,0,10.7581787109375,332.37255859375,0,11.8831787109375,427.49755859375,0,-12.2418212890625,500.87255859375,0,-47.7418212890625,572.87255859375,0,-91.2418212890625,636.37255859375,0,-174.6658935546875,696.8852233886719,0
0.0,0.0,0,1.5,77.272705078125,0,4.5,127.05682373046875,0,8.0,181.68182373046875,0,5.5,234.18182373046875,0,11.0,332.18182373046875,0,12.125,427.30682373046875,0,-13.0,501.68182373046875,0,-47.0,572.1818237304688,0,-91.0,636.1818237304688,0,-174.0,696.6818237304688,0
0.0,0.0,0,1.5,77.72723388671875,0,4.5,127.5113525390625,0,7.55999755859375,181.496337890625,0,5.5,234.6363525390625,0,11.0,332.6363525390625,0,12.125,427.7613525390625,0,-12.5,501.6363525390625,0,-47.0,572.6363525390625,0,-91.0,636.6363525390625,0,-173.5,697.1363525390625,0
0.0,0.0,0,1.2581787109375,77.87255859375,0,4.2581787109375,127.53924560546875,0,7.7581787109375,181.87255859375,0,5.2581787109375,234.37255859375,0,10.41033935546875,332.72039794921875,0,11.8831787109375,427.49755859375,0,-13.2418212890625,501.87255859375,0,-47.7418212890625,572.87255859375,0,-91.2418212890625,636.37255859375,0,-173.7418212890625,696.87255859375,0
0.0,0.0,0,1.7396240234375,77.09466552734375,0,4.5,126.5384521484375,0,7.55999755859375,180.8599853515625,0,5.5,234.0,0,11.0,332.0,0,12.125,427.125,0,-12.5,501.0,0,-47.5,572.5,0,-91.0,636.0,0,-173.5,696.5,0
0.0,0.0,0,1.2423095703125,77.225830078125,0,4.2423095703125,127.00994873046875,0,7.7423095703125,181.288818359375,0,5.2423095703125,234.13494873046875,0,10.2423095703125,332.63494873046875,0,11.8673095703125,427.25994873046875,0,-12.2576904296875,500.63494873046875,0,-47.2576904296875,572.1349487304688,0,-91.2576904296875,636.1349487304688,0,-174.71630859375,697.0967407226562,0
0.0,0.0,0,1.2423095703125,77.3167724609375,0,4.2423095703125,127.3016357421875,0,7.44232177734375,181.63494873046875,0,5.2423095703125,234.13494873046875,0,10.39447021484375,332.4827880859375,0,11.8673095703125,427.25994873046875,0,-12.2576904296875,501.13494873046875,0,-47.2576904296875,572.1349487304688,0,-91.2576904296875,636.1349487304688,0,-174.71630859375,697.0967407226562,0
0.0,0.0,0,1.5,77.5113525390625,0,4.5,128.1363525390625,0,8.0,182.1363525390625,0,5.5,234.6363525390625,0,11.0,332.6363525390625,0,12.125,427.7613525390625,0,-13.0,502.1363525390625,0,-47.5,573.1363525390625,0,-91.0,636.6363525390625,0,-173.5,697.1363525390625,0
0.0,0.0,0,1.7396240234375,77.8724365234375,0,4.5,128.27777099609375,0,8.0,181.77777099609375,0,5.5,234.77777099609375,0,10.5,333.27777099609375,0,12.08538818359375,428.18023681640625,0,-12.5,501.77777099609375,0,-47.0,572.7777709960938,0,-91.0,636.7777709960938,0,-174.0,697.2777709960938,0
0.0,0.0,0,1.7396240234375,77.8724365234375,0,4.5,127.65277099609375,0,7.6363525390625,181.77777099609375,0,5.5,234.77777099609375,0,11.0,332.77777099609375,0,11.8599853515625,428.2177734375,0,-12.5,501.27777099609375,0,-47.0,572.7777709960938,0,-91.0,636.7777709960938,0,-174.0,697.2777709960938,0
0.0,0.0,0,1.5,77.272705078125,0,4.5,126.72027587890625,0,7.55999755859375,181.04180908203125,0,5.5,234.18182373046875,0,10.723388671875,332.75628662109375,0,12.08538818359375,427.58428955078125,0,-13.0,501.68182373046875,0,-47.5,572.6818237304688,0,-91.0,636.1818237304688,0,-174.0,696.6818237304688,0
0.0,0.0,0,1.7396240234375,77.73101806640625,0,4.5,127.1748046875,0,7.84356689453125,181.8262939453125,0,5.5,234.6363525390625,0,11.0,332.6363525390625,0,12.125,427.7613525390625,0,-13.0,502.1363525390625,0,-47.0,572.6363525390625,0,-91.0,636.6363525390625,0,-173.5,697.1363525390625,0
0.0,0.0,0,1.5,77.5,0,4.5,128.0,0,8.0,181.8636474609375,0,5.5,234.5,0,10.723388671875,333.074462890625,0,12.2264404296875,429.12261962890625,0,-12.5,502.0,0,-47.5,573.0,0,-91.0,636.5,0,-173.5,697.0,0
0.0,0.0,0,1.76416015625,77.7264404296875,0,4.76416015625,127.7264404296875,0,8.26416015625,181.7264404296875,0,5.76416015625,234.7264404296875,0,10.91632080078125,332.57427978515625,0,11.76416015625,428.2264404296875,0,-12.23583984375,500.7264404296875,0,-47.23583984375,572.7264404296875,0,-90.23583984375,635.2264404296875,0,-173.73583984375,696.7264404296875,0
0.0,0.0,0,2.0,76.772705078125,0,4.5,126.6727294921875,0,8.111083984375,180.772705078125,0,6.0,233.772705078125,0,11.15216064453125,331.62054443359375,0,12.41668701171875,427.04351806640625,0,-12.0,500.272705078125,0,-47.0,571.772705078125,0,-90.5,635.272705078125,0,-173.5,695.272705078125,0
